document_id,repository,pr_number,title,document_character_count,document_word_count,chunk_count,review_priority,review_priority_score,policy_risk_band,policy_risk_score,manual_review_required,merge_probability,delay_score_available,delay_probability,triggered_rule_count
prdoc_d12459c07e84ceb71db2,pallets/flask,5550,Pyright types fixes,2193,317,6,High,33.9882,High,40.0,True,0.6005887340321897,False,,3
prdoc_fea5399ac6bd034fd1ae,pallets/flask,4934,Rename `id` variable and mentions to `id_`,2401,334,6,High,33.6884,High,40.0,True,0.6155820970642248,False,,3
prdoc_6bf5951141286b4c318f,pallets/flask,5731,drop end of life python versions,2455,343,6,High,32.571,High,46.0,True,0.8678538735161029,True,0.0018688947976171,4
prdoc_0c50ebc76c39dc86f628,pallets/flask,4591,Docs omit becomingbigrst,2188,312,6,High,32.5302,High,40.0,True,0.8445496390227081,True,0.2280779057423442,3
prdoc_ddd7bbd3a8d1d27daaba,pallets/flask,3199,Fix various small spelling errors.,2420,349,6,High,32.1607,High,40.0,True,0.8032084468322039,True,0.1483249673959935,3
prdoc_06a951f265cd22710504,pallets/flask,4343,"document ""Adddress already in use"" error",2336,339,6,High,32.0781,High,40.0,True,0.8435526140751958,True,0.196609652421321,3
prdoc_17401a1477fa6c077e82,pallets/flask,3828,move send_file and send_from_directory to Werkzeug,2920,397,6,High,29.2386,High,40.0,True,0.8412507118042593,True,0.00424296787517,3
prdoc_8e7487e9b016f6892d86,pallets/flask,4995,remove previously deprecated code,2773,375,6,High,28.6647,High,40.0,True,0.8668988414780828,True,0.0001793625741637,3
prdoc_aac6332faec284e42b17,pallets/flask,3412,Add `async` support,3356,506,7,Moderate,44.5889,Moderate,38.0,False,0.7295755554337384,True,0.9653605918756092,3
prdoc_dd4df9918bca0d627fa7,pallets/flask,4610,find instance_path for namespace package,2888,423,6,Moderate,44.3445,Moderate,38.0,False,0.7256178254161992,True,0.9437931146499284,3
prdoc_96e1a20289c807c33e28,pallets/flask,5270,Don't set the cli attribute in the sansio scaffold,2581,393,6,Moderate,43.6885,Moderate,32.0,False,0.5417298437942164,True,0.9148755205233426,2
prdoc_ee3d5bb8cbc30c7918d2,pallets/flask,3643,simplify and modernize some stuff for the tutorial project,2769,406,6,Moderate,40.3243,Moderate,38.0,False,0.2187850066319537,False,,3
prdoc_ad69f8d8028e3ba297ec,pallets/flask,5178,Create INFERENCE CALCULATOR.py,3038,474,7,Moderate,39.6838,Moderate,32.0,False,0.0558094036619549,False,,2
prdoc_1685ca9d8116ad8c6f22,pallets/flask,5599,update helpers.send_from_directory docstring,2405,317,6,Moderate,38.7245,Low,18.0,False,0.3628663320217087,True,0.9521250557684344,2
prdoc_80d9e700227ef01c39bb,pallets/flask,4401,Bump types-dataclasses from 0.6.1 to 0.6.2 in /requirements,4194,572,7,Moderate,37.9018,Moderate,32.0,False,0.144911483417545,False,,2
prdoc_3b2637460cff1bed50c7,pallets/flask,4435,Bump types-contextvars from 2.4.1 to 2.4.2 in /requirements,4194,572,7,Moderate,37.8677,Moderate,32.0,False,0.146614186891831,False,,2
prdoc_429cf06851fd098cc442,pallets/flask,4437,Bump types-setuptools from 57.4.7 to 57.4.8 in /requirements,4198,572,7,Moderate,37.8042,Moderate,32.0,False,0.1497903579010644,False,,2
prdoc_f713cb537c841e317e6c,pallets/flask,5205,refactor: sphinx template docs to mkdocs material,3078,482,7,Moderate,37.4369,Moderate,32.0,False,0.1681570815277574,False,,2
prdoc_9c8f4ff4fbdff99879c7,pallets/flask,3159,Improved CONTRIBUTING.rst,2071,292,6,Moderate,37.1996,Moderate,28.0,False,0.6791983831760673,True,0.8389067423628609,2
prdoc_aecdd0cd542f7daccdd0,pallets/flask,5845,docs: Add explanation of reloader types and terminal output,3559,529,7,Moderate,37.1258,Moderate,32.0,False,0.1837084330212118,False,,2
prdoc_e33d132ff53f9c393ae4,pallets/flask,4399,Bump types-setuptools from 57.4.4 to 57.4.5 in /requirements,4468,616,7,Moderate,36.3562,Moderate,32.0,False,0.2221913522029055,False,,2
prdoc_d7717d16545ef5eb8855,pallets/flask,2781,route app.run through the cli whenever possible,3549,534,7,Moderate,36.3455,Moderate,32.0,False,0.222724867642522,False,,2
prdoc_b9235aba0bf4b52a2928,pallets/flask,3587,Add support for IPython shell when using `flask shell`,3068,477,7,Moderate,36.2121,Moderate,32.0,False,0.2293962552526595,False,,2
prdoc_53c379a033fe12687ffb,pallets/flask,2986,Do not handle RoutingExceptions with app error handlers,2129,299,6,Moderate,35.0325,Low,18.0,False,0.548978406730685,True,0.954135312926163,2
prdoc_4b44c4b1a488024e7671,pallets/flask,3657,Update app.py,2089,312,6,Moderate,34.306,Moderate,30.0,False,0.2597001573517448,False,,2
prdoc_508d55a14d97888e6157,pallets/flask,3177,docs/quickstart.rst - Adding URL Building details and moving it,2949,449,6,Moderate,34.1663,Moderate,32.0,False,0.3316848347733248,False,,2
prdoc_fa413a3c948815e08fbc,pallets/flask,5196,Replace `run --debug` with `--debug run` in docs.,3153,497,7,Moderate,32.7398,Moderate,32.0,False,0.4030083991655877,False,,2
prdoc_b4acc8e482caa2ce0a8c,pallets/flask,4439,Bump asgiref from 3.4.1 to 3.5.0 in /requirements,6642,717,8,Moderate,32.6849,Moderate,32.0,False,0.4057539875648262,False,,2
prdoc_dc5876fc830a7d31c566,pallets/flask,5464,`SESSION_COOKIE_DOMAIN` caveat documentation,2109,298,6,Moderate,32.3946,Low,8.0,False,0.2869104065328454,True,0.8621855269632208,1
prdoc_be7fe653f410c9e6d127,pallets/flask,3456,Fix a bug that the static endpoint will unexpectedly catch all,2537,381,6,Moderate,32.2388,Low,10.0,False,0.4382714499105981,True,0.966949075290206,1
prdoc_b2a82cd21085ec17515d,pallets/flask,4190,Improve code example of api & jQuery docs,2247,319,6,Moderate,31.7824,Low,18.0,False,0.7182638004429108,True,0.9631756472882432,2
prdoc_e562f0183b33a472faa7,pallets/flask,3290,Comment out helpful tips in ISSUE_TEMPLATE so they're visible only when editing,2243,327,6,Moderate,31.5682,Low,18.0,False,0.4923547636413277,True,0.6476877562817481,2
prdoc_b27598e985a35fbbe1b5,pallets/flask,3652,Use valid HTML in base template,2106,309,6,Moderate,31.0689,Moderate,30.0,False,0.4215530504539176,False,,2
prdoc_4bcb754083cae7cd6a5b,pallets/flask,2765,Add option to not overwrite debug flag in cli,2333,347,6,Moderate,31.0128,Low,18.0,False,0.7382781408034665,True,0.9385603452087588,2
prdoc_d14ee36526e5077e4a1e,pallets/flask,3104,moving match_request to RequestContext.push to enable ModelConverter,2246,311,6,Moderate,31.0121,Low,18.0,False,0.7761433059560798,True,0.9889975560205748,2
prdoc_88679f8187abeb1549e9,pallets/flask,5827,clarify 415 vs 400 errors for request.json,2473,361,6,Moderate,30.8691,Low,10.0,False,0.5245982949271746,True,0.9907407282947718,1
prdoc_5a4b089a2094ec8f610c,pallets/flask,2672,Add nested blueprints,2254,321,6,Moderate,30.7468,Moderate,28.0,False,0.3726600198328832,False,,3
prdoc_76ecc4960eacee7d9f19,pallets/flask,3434,lazy load app on reload only,2311,347,6,Moderate,30.6107,Moderate,32.0,False,0.8957011770487311,True,0.5149846441184465,2
prdoc_c06f51ac2200192f3442,pallets/flask,3907,Add syntatic sugar for route registration,3040,470,7,Moderate,30.5714,Low,10.0,False,0.5011021508963471,True,0.939564424597142,1
prdoc_deb37969ac7643569e9f,pallets/flask,5053,update test cookie handling for Werkzeug 2.3,2198,315,6,Moderate,30.4143,Moderate,38.0,False,0.8538734537548917,True,0.1861206349576947,3
prdoc_8ee48391b4b7320178a1,pallets/flask,2993,Update documentation for users to use flask-caching instead of Werkzeug cache,2345,330,6,Moderate,30.0516,Moderate,30.0,False,0.723879881814607,True,0.3352827178877678,2
prdoc_c1c8882e6c1719c099f7,pallets/flask,5885,clarify async view incompatibility with gevent monkey patching,2711,389,6,Moderate,29.4901,Moderate,22.0,False,0.240497102721175,False,,1
prdoc_d9e943f3b6f3dcc08ecb,pallets/flask,2862,fix #2824 output more versions related flask,2370,350,6,Moderate,28.9908,Low,18.0,False,0.1354589652591179,False,,2
prdoc_7025ebafb28b9d4e3451,pallets/flask,5808,fix annotation for select_jinja_autoescape,2142,312,6,Moderate,28.9812,Low,8.0,False,0.4908948488971886,True,0.9066049574957216,1
prdoc_f8b9e6d1214d18edc492,pallets/flask,3137,Update CONTRIBUTING.rst discord link + style info,2474,367,6,Moderate,28.977,Low,10.0,False,0.6154667196128004,True,0.9857567692606536,1
prdoc_f642208cf1243d1444a3,pallets/flask,2928,Fix #2926 `Default port overrides requesting a system assigned port`,2317,335,6,Moderate,28.8338,Low,18.0,False,0.7616536651547674,True,0.8244603400266939,2
prdoc_e54f4ccdf7715dcd5483,pallets/flask,3421,Update documentation to reflect change in Gunicorn 20,2366,338,6,Moderate,28.6572,Low,18.0,False,0.1521389935881889,False,,2
prdoc_392a7df64559c2450314,pallets/flask,2898,Fix #2897 - Add `extra_files` option to `flask run` CLI,2604,372,6,Moderate,28.5646,Low,10.0,False,0.6403986895129262,True,0.9915051154605792,1
prdoc_e822e7f0aeaa5f12bc3d,pallets/flask,4534,Adapted input parameters type restriction for json.loads function - fixes #4519,2634,393,6,Moderate,28.5331,Low,10.0,False,0.5965874547635031,True,0.9309887651201648,1
prdoc_eb98e192cac5a977b321,pallets/flask,4889,Updates to documentation,2278,331,6,Moderate,28.532,Low,16.0,False,0.0933977656685207,False,,2
prdoc_18164c780615f977a7aa,pallets/flask,5609,Fix typo in the changelog,2129,299,6,Moderate,28.2861,Low,8.0,False,0.5668545003576161,True,0.9615454265538632,1
prdoc_8050b3c9be33f931b52c,pallets/flask,5393,fix super call in list comprehension,3324,511,7,Moderate,28.1268,Low,10.0,False,0.573276864826187,True,0.8728219546781851,1
prdoc_a3c4c625c44909c0afbb,pallets/flask,3437,Updated Issue Template,2019,298,6,Moderate,28.1155,Low,8.0,False,0.5669597457304308,True,0.9503119391989032,1
prdoc_ee4f0ca338b4cc677c97,pallets/flask,3579,Officially support using pathlib.Path for static_folder.,2786,405,6,Moderate,28.0909,Low,10.0,False,0.6213697733356922,True,0.934551900352386,1
prdoc_e6246762e5264971d5b4,pallets/flask,5962,remove unicode host test,2283,329,6,Moderate,27.9261,Low,18.0,False,0.4272234907630554,True,0.3180412692095465,2
prdoc_7f46c05f6eab6aa6b2d1,pallets/flask,2783,2778 processes inappropriate exceptions,2206,317,6,Moderate,27.8847,Low,18.0,False,0.1907644346859093,False,,2
prdoc_2adbc60b3ac1f812bd16,pallets/flask,5476,Bump the python-requirements group across 1 directory with 6 updates,27608,2152,17,Moderate,27.5332,Moderate,32.0,False,0.6633399230762748,True,1.1510140426859145e-07,2
prdoc_473b7c9622c2fc47ed49,pallets/flask,4445,overriding FlaskClient.open works with redirects,2553,391,6,Moderate,27.4743,Moderate,22.0,False,0.5543513824481754,True,0.2840873733740688,1
prdoc_96a3a54dbfb1c0a0abd7,pallets/flask,4298,fix errorhandler type check,4402,610,8,Moderate,27.4248,Low,10.0,False,0.5897017789369994,True,0.8479249577692638,1
prdoc_24258a533aa6446a2159,pallets/flask,3728,Discover app factory deterministically,2292,323,6,Moderate,27.3159,Low,8.0,False,0.5903278054450307,True,0.9281657237084452,1
prdoc_5eac9a1409c84367401b,pallets/flask,5389,Fix jinja_loader typehint,2841,430,6,Moderate,27.3075,Low,0.0,False,0.2554907582822477,True,0.8278187428958794,0
prdoc_e62ba7cb637b3bad32ab,pallets/flask,3052,Getter and setter right way for App Config,2343,351,6,Moderate,27.2091,Low,18.0,False,0.2245432869033186,False,,2
prdoc_498b1d01bf612f620025,pallets/flask,3690,Prevent duplicate Content-Type header,2262,325,6,Moderate,27.0964,Low,18.0,False,0.2301800969686369,False,,2
prdoc_d3ea44af55e7d192b80d,pallets/flask,2809,test_url_generation_with_parameter added,2165,309,6,Moderate,26.9179,Low,18.0,False,0.2391055759331268,False,,2
prdoc_643c69aa05954b40fae9,pallets/flask,2983,Don't pass unexpected exception types to error handlers,2301,319,6,Moderate,26.609,Low,18.0,False,0.2545501922638784,False,,2
prdoc_6712f239aa917298cac9,pallets/flask,5896,Cache compiled templates in render_template_string,3698,493,7,Moderate,26.1344,Moderate,20.0,False,0.3432783164716944,False,,2
prdoc_9150941e7a891d55ea34,pallets/flask,4912,Create app.py,2903,457,7,Moderate,26.0352,Low,10.0,False,0.0232399814099916,False,,1
prdoc_f0912296a3d7439349e0,pallets/flask,4479,Allow loading of environment variables into the config,2770,422,6,Moderate,26.0334,Low,10.0,False,0.7483558849770889,True,0.9667043202869392,1
prdoc_abb336b67baf5f70eef1,pallets/flask,2861,[docs] Fix broken Sphinx cross-references; use :doc: tags where necessary,3568,550,7,Moderate,25.8762,Low,10.0,False,0.6678881573562487,True,0.84892867262843,1
prdoc_da9d5eddb77d28309f64,pallets/flask,3049,"Corrected a typo in a docstring: ""Help object"" --> ""Helper object""",2025,295,6,Moderate,25.8746,Low,18.0,False,0.9096561610464076,True,0.8245150098605212,1
prdoc_b9a7084d3ea9193acfde,pallets/flask,4382,Fix the command for checking port on macOS in server docs,2079,308,6,Moderate,25.766,Low,8.0,False,0.7011264991748162,True,0.9725711647325636,1
prdoc_5cb6d1d90e72ec693492,pallets/flask,3260,adds api error handling example to documentation,2670,405,6,Moderate,25.7657,Low,0.0,False,0.3916838454093833,True,0.9066250835886426,0
prdoc_6afb40558ccd79506c25,pallets/flask,5357,Create new,2895,457,7,Moderate,25.6637,Low,10.0,False,0.0418139586239934,False,,1
prdoc_45ceec4617d7212d86f0,pallets/flask,5120,Next of kin,2974,456,7,Moderate,25.6585,Low,10.0,False,0.0420741287505742,False,,1
prdoc_ad2cd32d44c768f9c4a8,pallets/flask,3473,Add missing import for escape in doc,2116,299,6,Moderate,25.5617,Low,8.0,False,0.7106188128379798,True,0.9716075069750768,1
prdoc_455dd4ab35df49ba0559,pallets/flask,4522,Test,2877,455,7,Moderate,25.419,Low,10.0,False,0.0540499055235154,False,,1
prdoc_26460176065919e3671a,pallets/flask,3537,Update deprecated for config.from_json,1970,281,6,Moderate,25.4027,Low,18.0,False,0.9268812445952828,True,0.8160194101776505,1
prdoc_a061aaee252fe21ba518,pallets/flask,2934,Fix issue #2933: Make sure the attachment filename is text type.,2640,368,6,Moderate,25.3521,Low,10.0,False,0.7573673192318187,True,0.9332939984958256,1
prdoc_7dfec95ae1359589485d,pallets/flask,4432,Match typing declaration with implementation.,2517,380,6,Moderate,25.2167,Low,0.0,False,0.4552280425167433,True,0.9547525676198269,0
prdoc_3e1045f0e6218509b974,pallets/flask,3059,Add support for PathLike objects in static file helpers,2274,326,6,Moderate,25.1639,Low,18.0,False,0.6883297395369058,True,0.4820350163212167,2
prdoc_cada0197b1022e9404f7,pallets/flask,4631,Some documentation,2078,299,6,Moderate,25.0614,Low,18.0,False,0.3319292221681047,False,,2
prdoc_3d4b077d7fd06d00500a,pallets/flask,4263,Extending FlaskClient can override follow_redirects,2970,459,7,Routine,24.9611,Low,10.0,False,0.0769451073100237,False,,1
prdoc_5402fb1bde5248e3819d,pallets/flask,5818,pass context through dispatch methods,3835,563,7,Routine,24.895,Low,10.0,False,0.7112737076299867,True,0.84136336573785,1
prdoc_ca2520b543ff253aa0c7,pallets/flask,5659,Async Iterable Response,2254,325,6,Routine,24.8548,Low,0.0,False,0.4773144846198315,True,0.960074709929382,0
prdoc_2f6257d925244b6581df,pallets/flask,5671,Update app factory docs,2103,304,6,Routine,24.8503,Low,8.0,False,0.7464979599813686,True,0.972015813192148,1
prdoc_70c9a1f756e854217eff,pallets/flask,3426,Fix: update a URL to the newest version,2156,316,6,Routine,24.7853,Low,18.0,False,0.3457361311422563,False,,2
prdoc_9035f7ea551ce6b33444,pallets/flask,2917,Docs: fix some errors in errorhandling.rst,2169,318,6,Routine,24.6702,Low,8.0,False,0.7592464227979401,True,0.9770076002360116,1
prdoc_bea79748c87025208975,pallets/flask,3011,Use imperative tense for CLI help text,1948,284,6,Routine,24.5968,Low,8.0,False,0.7292834746109518,True,0.932167081337592,1
prdoc_fe1c565e35aee272deef,pallets/flask,5777,use IO[bytes] instead of BinaryIO for wider compatibility,2099,302,6,Routine,24.5598,Low,8.0,False,0.6283181548113227,True,0.7950778409208278,1
prdoc_48c26f8cd8befda0c376,pallets/flask,2849,Refactor __init__.py imports,2899,426,6,Routine,24.5039,Low,10.0,False,0.099805438511047,False,,1
prdoc_7889e4495db8fc1aecfb,pallets/flask,3031,Fix typos found while completing the Flask tutorial,2000,289,6,Routine,24.3202,Low,8.0,False,0.7275723290614863,True,0.9114451400633344,1
prdoc_e0aacaed4c76341173a1,pallets/flask,5607,repo_path,1962,286,6,Routine,24.2033,Low,18.0,False,0.3748345497300647,False,,1
prdoc_d1e780b22111b48fff64,pallets/flask,5723,Update macOS UI reference to “System Settings”,2679,395,6,Routine,24.1837,Low,0.0,False,0.5284349830141235,True,0.983495505933155,0
prdoc_cf241ff202e1ad28640b,pallets/flask,5355,Update docs to address redesigned macOS settings app,2182,307,6,Routine,24.1294,Low,8.0,False,0.7705804212689605,True,0.9560691184907648,1
prdoc_dd58f33e4f1b05197eb2,pallets/flask,5610,helpers.py,2934,448,7,Routine,23.9317,Low,10.0,False,0.128412931702131,False,,1
prdoc_a675b16134dffbe01b7a,pallets/flask,5227,Update test_helpers.py,2916,457,7,Routine,23.8276,Low,10.0,False,0.1336176636752518,False,,1
prdoc_38e858092bd95d54f90f,pallets/flask,3530,docs: testing.rst function def missing colon,1982,284,6,Routine,23.8198,Low,8.0,False,0.7992383782928634,True,0.9736357036454651,1
prdoc_0ab0d1907173a7af4b84,pallets/flask,5674,Handle help arg by itself the same as no args,2520,390,6,Routine,23.7363,Low,0.0,False,0.5363228045404225,True,0.964181798108816,0
prdoc_9cac86f6243bf7e1c1b6,pallets/flask,4577,update setupmethod behavior,3097,488,7,Routine,23.6557,Low,10.0,False,0.7239884382680601,True,0.7756954009933129,1
prdoc_c86ed504d5b07cc87c26,pallets/flask,2854,Update docs to be more clear about from config instantiation,2595,386,6,Routine,23.6503,Low,0.0,False,0.5635226098170723,True,0.9947148356478268,0
prdoc_58c2d1cabda46ea23be0,pallets/flask,5732,Dev0,2730,418,6,Routine,23.5994,Low,10.0,False,0.1450317650624156,False,,1
prdoc_04287ee8ee2800f1a6f6,pallets/flask,3563,deprecate passing script_info to factory,2051,293,6,Routine,23.5237,Low,18.0,False,0.9108440088960912,True,0.6693701617350116,2
prdoc_7c757c4f86b30b85ac93,pallets/flask,2913,Install CONTRIBUTING.rst with MANIFEST.in,2136,297,6,Routine,23.5223,Low,8.0,False,0.8214086374829547,True,0.9833641058786768,1
prdoc_9d8e7ea7aadf8cb117c1,pallets/flask,5742,Docs: Fix escaping in HTML escaping example,2403,349,6,Routine,23.4529,Low,0.0,False,0.5666641779802466,True,0.9857484629563252,0
prdoc_e877bba91fe964be2c4a,pallets/flask,5244,Ali,2885,455,7,Routine,23.3814,Low,10.0,False,0.155928929131883,False,,1
prdoc_9646edb56fcbd384a31e,pallets/flask,3129,Fix some HTML injection paths in examples,2037,299,6,Routine,23.2951,Low,8.0,False,0.8180965124154733,True,0.9637995107183902,1
prdoc_167d0a86667bf6e36c5f,pallets/flask,3344,Fix the contibution docs,2377,362,6,Routine,23.1957,Low,0.0,False,0.5741434036360525,True,0.978571799434659,0
prdoc_c78a751c29d3d4b2c6e1,pallets/flask,5788,docs: added scroll-to-top button with JS and CSS,2891,420,6,Routine,23.0405,Low,10.0,False,0.1729744446401685,False,,1
prdoc_2f411b50437c5f318492,pallets/flask,3622,add function REGEXP,2346,329,6,Routine,23.0332,Low,8.0,False,0.1083397174951872,False,,1
prdoc_9f582dcd72062bc01e02,pallets/flask,4374,Update CONTRIBUTING.rst,2101,307,6,Routine,22.9449,Low,8.0,False,0.1127566350088243,False,,1
prdoc_2a2fb7ed0d0e46eb7efc,pallets/flask,3360,"Add feature flask.cli.with_testrequestcontext,",2337,340,6,Routine,22.8354,Low,18.0,False,0.4432321616682212,False,,2
prdoc_c37da5aee0e3e1d30aca,pallets/flask,3397,update readme.md,2005,291,6,Routine,22.8017,Low,8.0,False,0.119914996712662,False,,1
prdoc_f9d5889376f67d5e63d8,pallets/flask,4071,Improve decorator factory typing,2814,425,6,Routine,22.7737,Low,10.0,False,0.6439695143347186,True,0.6102075844575184,1
prdoc_dc3bf99026c0d528b4e0,pallets/flask,4200,Add coverage intro,2030,300,6,Routine,22.7708,Low,8.0,False,0.1214616208430008,False,,1
prdoc_2531ec6c8df24737e051,pallets/flask,2641,Refactor test codes to PEP8 recommendation,2374,345,6,Routine,22.6521,Low,18.0,False,0.4523949612614834,False,,2
prdoc_c4d1ab268019f43344ba,pallets/flask,2588,Remove the imported app module from sys.modules on SyntaxError,3139,469,7,Routine,22.6492,Low,10.0,False,0.1925388919308437,False,,1
prdoc_163ee24a06cd523efab2,pallets/flask,5044,"added subdomain to the ""flask routes"" command",2150,316,6,Routine,22.6428,Low,8.0,False,0.1278592742833832,False,,1
prdoc_c42e6ada3caf4e0a1500,pallets/flask,5702,remove tests about deprecated pkgutil.get_loader,2234,324,6,Routine,22.5535,Low,18.0,False,0.6231234483703354,True,0.2210638486051034,2
prdoc_cdb9aa5d0a0634f9af6a,pallets/flask,4070,blueprints: fix nested blueprint url_prefix,3049,473,7,Routine,22.4704,Low,10.0,False,0.201481266911026,False,,1
prdoc_e7c58ce9d8fc14c96d6e,pallets/flask,3136,changed / import to ( ),1986,296,6,Routine,22.4587,Low,18.0,False,0.4620639913619234,False,,1
prdoc_979da865c3800a4fc9b2,pallets/flask,3069,Allow customizing url map class,2308,341,6,Routine,22.4374,Low,0.0,False,0.5718941998637556,True,0.9250198520637376,0
prdoc_e8dbe60101bb01b20fad,pallets/flask,4809,add a `reset_blueprint` method,2586,391,6,Routine,22.4063,Low,10.0,False,0.2046870123717242,False,,1
prdoc_bd40eb6d040495c33dba,pallets/flask,5313,Update link to hypercorn,2432,348,6,Routine,22.3768,Low,0.0,False,0.437813238481776,True,0.7422012243699977,0
prdoc_acd56b09a974f6699e21,pallets/flask,5824,Clarify asyncio and gevent incompatibility in docs (#5817),2332,337,6,Routine,22.2627,Low,8.0,False,0.146867113846438,False,,1
prdoc_21ea0078f311bcdd886b,pallets/flask,3382,Add hyperlink of contributing-testsuite in CONTRIBUTING,2037,289,6,Routine,22.2353,Low,8.0,False,0.52601541278815,True,0.5037078504071771,1
prdoc_034da56e26852ac054f9,pallets/flask,2614,2613 avoid code repetition,2183,326,6,Routine,22.1724,Low,8.0,False,0.1513804027016466,False,,1
prdoc_2a13f472362997213822,pallets/flask,4648,Modified bluprints.py and debughelpers.py to adhere more to PEP8 stan…,4452,698,8,Routine,22.1703,Low,10.0,False,0.2164865469417374,False,,1
prdoc_c3f32b99f4205b143ceb,pallets/flask,3236,Do not register empty CLI groups from Blueprint,2035,300,6,Routine,22.1556,Low,8.0,False,0.6641703754631071,True,0.6826011592505363,1
prdoc_c5914e0143efd490e5a3,pallets/flask,5780,Widen send_file type hint to IO[bytes],3412,519,7,Routine,22.0634,Low,10.0,False,0.2218295668836324,False,,1
prdoc_35e0b7a1e1c9611b606a,pallets/flask,5344,fix missing quote in `--key` error message,2436,371,6,Routine,22.0403,Low,0.0,False,0.6261598319173425,True,0.970900542860304,0
prdoc_aeb42fc41ddd88ed2912,pallets/flask,3910,Fix CLI for latest Werkzeug (2.0.0rc1),2835,434,6,Routine,22.0257,Low,10.0,False,0.2237144711128697,False,,1
prdoc_e1139b238007457c4173,pallets/flask,3951,feat: support secret key has callable,2512,383,6,Routine,22.0213,Low,10.0,False,0.2239360785076983,False,,1
prdoc_86eb8d19930323be7faa,pallets/flask,2940,Fixed typo in app.py,2422,362,6,Routine,21.9931,Low,0.0,False,0.3853678223710733,True,0.6466989047592094,0
prdoc_067efbb1965b4b2b6716,pallets/flask,4223,Add support for a `FLASK_RUN_EXTRA_FILES` config variable.,3658,560,7,Routine,21.985,Low,10.0,False,0.2257524023317858,False,,1
prdoc_0fb8036ed11348d33f24,pallets/flask,4133,HTTP method validation,2606,404,6,Routine,21.9842,Low,10.0,False,0.225791293064503,False,,1
prdoc_b4e978164377c7c39106,pallets/flask,4698,Support calling with_appcontext decorator with parenthesis,3098,461,7,Routine,21.9823,Low,10.0,False,0.225882788910771,False,,1
prdoc_c89d7e617e1d32ab64ca,pallets/flask,2859,"update README.rst / ""docs/tutorial/index.rst""",2190,312,6,Routine,21.5943,Low,8.0,False,0.1802855926188528,False,,1
prdoc_d6e85d078356140d003f,pallets/flask,2650,Docs: Add example for 'any' route converter,2016,298,6,Routine,21.5106,Low,18.0,False,0.5094717385239322,False,,1
prdoc_818d5e49cd33b2bd9706,pallets/flask,3405,Add support for decorating MethodViews with @Blueprint.route(),2929,444,6,Routine,21.4854,Low,10.0,False,0.2507284405980168,False,,1
prdoc_5c631d4987073592c093,pallets/flask,3192,Update __init__.py,2041,299,6,Routine,21.472,Low,8.0,False,0.1863988024250282,False,,1
prdoc_025b845dc7d8e74455b5,pallets/flask,3128,Fix grammar in docs,1968,292,6,Routine,21.3013,Low,18.0,False,0.5199339179576089,False,,1
prdoc_db659f02ed1311a815c1,pallets/flask,5629,give priority to '-e/--env-file' option over default files (#5628),3093,474,7,Routine,21.2956,Low,10.0,False,0.260221627293411,False,,1
prdoc_54aada8a868910747e60,pallets/flask,3897,Added multi-line imports to app.py file,2081,307,6,Routine,21.2885,Low,8.0,False,0.1955760576093105,False,,1
prdoc_a73332471d70187f9cba,pallets/flask,4506,Update Testing Docs,2187,302,6,Routine,21.1438,Low,8.0,False,0.2028097138533121,False,,1
prdoc_a4ea7014ac1ace8f5d0a,pallets/flask,5511,Dev test jannes,2123,312,6,Routine,21.1435,Low,18.0,False,0.527826872294151,False,,2
prdoc_fecdb8f0c8e863418a72,pallets/flask,5735,fix #5729: raise TypeError when @app.template_filter is used without parenthesis,3086,431,6,Routine,20.9728,Low,10.0,False,0.2763623478734107,False,,1
prdoc_4106327c50415e5094ac,pallets/flask,2855,use ipython when `flask shell`,2024,298,6,Routine,20.5214,Low,8.0,False,0.2339291583979391,False,,1
prdoc_715734a94b9c0ec9d84c,pallets/flask,3280,Fixes #3277,2036,291,6,Routine,20.4662,Low,8.0,False,0.236689164756556,False,,1
prdoc_cc00102cdcdd5e87ec12,pallets/flask,3296,"fixed example code in ""uploading files"" documentation",2291,331,6,Routine,20.4004,Low,8.0,False,0.2399810933591384,False,,1
prdoc_bd93402271b93edd815d,pallets/flask,4560,Fix old behavior in `register_error_handler()`,2068,294,6,Routine,20.0978,Low,18.0,False,0.8914230593407168,True,0.415083697691089,2
prdoc_2f31646f6a2b0122b794,pallets/flask,4927,Update debugger flag,2148,319,6,Routine,20.0915,Low,8.0,False,0.2554226467934123,False,,1
prdoc_bf4d8011d5d70507db6b,pallets/flask,3989,Async improvements,2303,348,6,Routine,20.0822,Low,10.0,False,0.8218396971306171,True,0.667933344922895,1
prdoc_3d6c96ab51649dfde95e,pallets/flask,5482,Fixing missing closing </li> statements in the base layout of the flaskr tutorial,2419,361,6,Routine,20.025,Low,10.0,False,0.3237482416289216,False,,1
prdoc_8d12cf78e5983749b08e,pallets/flask,2910,fix issue: no theme named 'flask' found,2640,385,6,Routine,20.0179,Low,0.0,False,0.4035215217133699,True,0.5392221052284601,0
prdoc_6a1f2abda9dffdb4fa7f,pallets/flask,3149,use redirect for uwsgi,2276,326,6,Routine,19.9161,Low,8.0,False,0.264197473377915,False,,1
prdoc_ce1a1d107d9e5102e4c9,pallets/flask,5526,Add encoding parameter to open resource,2215,321,6,Routine,19.8956,Low,18.0,False,0.8122919688280443,True,0.2960965360898937,2
