chunk_id,document_id,chunk_index,section_name,character_count,word_count,repository,pr_number,review_priority,policy_risk_band,manual_review_required
prchunk_6f282c37dd37c1ed68ff,prdoc_d86bac0fac4bcb82a03e,5,Unified review priority,299,41,pallets/flask,4283,High,High,True
prchunk_ea03b5e327509209004a,prdoc_98460b07b319ddb2c297,0,PR identity,255,35,pallets/flask,4368,High,High,True
prchunk_774aba64bf4721cde95b,prdoc_98460b07b319ddb2c297,1,PR description,344,49,pallets/flask,4368,High,High,True
prchunk_dde0b1348d10d98224aa,prdoc_98460b07b319ddb2c297,2,Change evidence,407,68,pallets/flask,4368,High,High,True
prchunk_00d2fc55dfba709f8ae0,prdoc_98460b07b319ddb2c297,3,Predictive intelligence,470,66,pallets/flask,4368,High,High,True
prchunk_1f340cb177bae9a3514a,prdoc_98460b07b319ddb2c297,4,Deterministic policy intelligence,540,75,pallets/flask,4368,High,High,True
prchunk_d6e06a1dabebb201356a,prdoc_98460b07b319ddb2c297,5,Unified review priority,299,41,pallets/flask,4368,High,High,True
prchunk_4523729746c19c4bcba2,prdoc_09042918824334e20a1e,0,PR identity,246,33,pallets/flask,5757,High,High,True
prchunk_a8e9f69d17920ce0e2f5,prdoc_09042918824334e20a1e,1,PR description,184,31,pallets/flask,5757,High,High,True
prchunk_648c2542fda96dddea0b,prdoc_09042918824334e20a1e,2,Change evidence,404,68,pallets/flask,5757,High,High,True
prchunk_5c3be694c69ac083c22e,prdoc_09042918824334e20a1e,3,Predictive intelligence,413,57,pallets/flask,5757,High,High,True
prchunk_53b051474986d370f61e,prdoc_09042918824334e20a1e,4,Deterministic policy intelligence,540,75,pallets/flask,5757,High,High,True
prchunk_73df9ea441b537d93639,prdoc_09042918824334e20a1e,5,Unified review priority,299,41,pallets/flask,5757,High,High,True
prchunk_f2186412c3ca64557094,prdoc_707294be248f0c59ad20,0,PR identity,253,34,pallets/flask,4335,High,High,True
prchunk_8c6b5061867352941b5c,prdoc_707294be248f0c59ad20,1,PR description,540,73,pallets/flask,4335,High,High,True
prchunk_937f48ee0c194fd2a878,prdoc_707294be248f0c59ad20,2,Change evidence,408,68,pallets/flask,4335,High,High,True
prchunk_4009b200082901f9e74d,prdoc_707294be248f0c59ad20,3,Predictive intelligence,413,57,pallets/flask,4335,High,High,True
prchunk_e82bf137dbe8ba31b8ee,prdoc_707294be248f0c59ad20,4,Deterministic policy intelligence,656,84,pallets/flask,4335,High,High,True
prchunk_4dcdb3c7641956b8aa83,prdoc_707294be248f0c59ad20,5,Unified review priority,299,41,pallets/flask,4335,High,High,True
prchunk_7b31661606279e9ecae1,prdoc_c29dcc23603847f80abc,0,PR identity,276,37,pallets/flask,3507,High,High,True
prchunk_6d7a7caeda1a72929603,prdoc_c29dcc23603847f80abc,1,PR description,569,72,pallets/flask,3507,High,High,True
prchunk_bd52923a4e7518572fef,prdoc_c29dcc23603847f80abc,2,Change evidence,405,68,pallets/flask,3507,High,High,True
prchunk_5b2d662c79b8bc26f01c,prdoc_c29dcc23603847f80abc,3,Predictive intelligence,470,66,pallets/flask,3507,High,High,True
prchunk_9d788f3f2fdb326579e6,prdoc_c29dcc23603847f80abc,4,Deterministic policy intelligence,540,75,pallets/flask,3507,High,High,True
prchunk_be0aa71a4e7b450a0710,prdoc_c29dcc23603847f80abc,5,Unified review priority,299,41,pallets/flask,3507,High,High,True
prchunk_2a31ac13cabe0f23c492,prdoc_216e4dc4a2de39194106,0,PR identity,286,38,pallets/flask,2969,High,High,True
prchunk_54cd764ca26aa49de6b9,prdoc_216e4dc4a2de39194106,1,PR description,341,53,pallets/flask,2969,High,High,True
prchunk_d9cf16d262a4ab3c8f53,prdoc_216e4dc4a2de39194106,2,Change evidence,408,68,pallets/flask,2969,High,High,True
prchunk_2bceff86614305932545,prdoc_216e4dc4a2de39194106,3,Predictive intelligence,414,57,pallets/flask,2969,High,High,True
prchunk_22f3249b70e8fb8e247e,prdoc_216e4dc4a2de39194106,4,Deterministic policy intelligence,540,75,pallets/flask,2969,High,High,True
prchunk_5871baa132897e26ef35,prdoc_216e4dc4a2de39194106,5,Unified review priority,299,41,pallets/flask,2969,High,High,True
prchunk_b408484c7b68931e4fec,prdoc_b86358796d67962a38f0,0,PR identity,269,36,pallets/flask,5900,High,High,True
prchunk_1dae78158e766d6224da,prdoc_b86358796d67962a38f0,1,PR description,358,55,pallets/flask,5900,High,High,True
prchunk_45a703676b8ac0de1461,prdoc_b86358796d67962a38f0,2,Change evidence,409,68,pallets/flask,5900,High,High,True
prchunk_fd595ee1be7a0cddf015,prdoc_b86358796d67962a38f0,3,Predictive intelligence,414,57,pallets/flask,5900,High,High,True
prchunk_f96857c55dd20a829c93,prdoc_b86358796d67962a38f0,4,Deterministic policy intelligence,540,75,pallets/flask,5900,High,High,True
prchunk_cf8a7bbd90bd5aead3af,prdoc_b86358796d67962a38f0,5,Unified review priority,299,41,pallets/flask,5900,High,High,True
prchunk_5ea5fdb420c0740114e6,prdoc_d12459c07e84ceb71db2,0,PR identity,262,36,pallets/flask,5550,High,High,True
prchunk_3b63e11ce4bb59e58849,prdoc_d12459c07e84ceb71db2,1,PR description,206,31,pallets/flask,5550,High,High,True
prchunk_723f7f61a3378c865b8c,prdoc_d12459c07e84ceb71db2,2,Change evidence,406,68,pallets/flask,5550,High,High,True
prchunk_b8e4b27ca0ab14377908,prdoc_d12459c07e84ceb71db2,3,Predictive intelligence,470,66,pallets/flask,5550,High,High,True
prchunk_236b20d7420b64bd9b00,prdoc_d12459c07e84ceb71db2,4,Deterministic policy intelligence,540,75,pallets/flask,5550,High,High,True
prchunk_e628b7e656aa290761e5,prdoc_d12459c07e84ceb71db2,5,Unified review priority,299,41,pallets/flask,5550,High,High,True
prchunk_afbe5d4f015450b77a8f,prdoc_fea5399ac6bd034fd1ae,0,PR identity,287,40,pallets/flask,4934,High,High,True
prchunk_6741d2e622dd86198a84,prdoc_fea5399ac6bd034fd1ae,1,PR description,389,44,pallets/flask,4934,High,High,True
prchunk_4c6ba913bc7eee4df63f,prdoc_fea5399ac6bd034fd1ae,2,Change evidence,406,68,pallets/flask,4934,High,High,True
prchunk_a282c10bf0192747dfe6,prdoc_fea5399ac6bd034fd1ae,3,Predictive intelligence,470,66,pallets/flask,4934,High,High,True
prchunk_1070edeb031f57df2be0,prdoc_fea5399ac6bd034fd1ae,4,Deterministic policy intelligence,540,75,pallets/flask,4934,High,High,True
prchunk_694acf61f990af84c1dc,prdoc_fea5399ac6bd034fd1ae,5,Unified review priority,299,41,pallets/flask,4934,High,High,True
prchunk_c9aee88a1738a9a9cd8b,prdoc_6bf5951141286b4c318f,0,PR identity,270,37,pallets/flask,5731,High,High,True
prchunk_8439d98e93426b4e2344,prdoc_6bf5951141286b4c318f,1,PR description,399,56,pallets/flask,5731,High,High,True
prchunk_121e0525ec54c7a3ecc2,prdoc_6bf5951141286b4c318f,2,Change evidence,408,68,pallets/flask,5731,High,High,True
prchunk_58ed390378ce2fbd933a,prdoc_6bf5951141286b4c318f,3,Predictive intelligence,413,57,pallets/flask,5731,High,High,True
prchunk_d09d655ce1e68efac367,prdoc_6bf5951141286b4c318f,4,Deterministic policy intelligence,656,84,pallets/flask,5731,High,High,True
prchunk_bdeda52599cbc5204619,prdoc_6bf5951141286b4c318f,5,Unified review priority,299,41,pallets/flask,5731,High,High,True
prchunk_fe65d43e14d3f8827f4f,prdoc_0c50ebc76c39dc86f628,0,PR identity,266,34,pallets/flask,4591,High,High,True
prchunk_05e4313df60910b0ad90,prdoc_0c50ebc76c39dc86f628,1,PR description,252,37,pallets/flask,4591,High,High,True
prchunk_fbc7029be724ebd140d0,prdoc_0c50ebc76c39dc86f628,2,Change evidence,407,68,pallets/flask,4591,High,High,True
prchunk_e7b2c60cfbb2f64c7ad6,prdoc_0c50ebc76c39dc86f628,3,Predictive intelligence,414,57,pallets/flask,4591,High,High,True
prchunk_1d79619032b5f9e94f1e,prdoc_0c50ebc76c39dc86f628,4,Deterministic policy intelligence,540,75,pallets/flask,4591,High,High,True
prchunk_5a7519c9b84de40d0b31,prdoc_0c50ebc76c39dc86f628,5,Unified review priority,299,41,pallets/flask,4591,High,High,True
prchunk_b630f9afab7b6c1c5042,prdoc_ddd7bbd3a8d1d27daaba,0,PR identity,274,36,pallets/flask,3199,High,High,True
prchunk_dcf91505a2ddab0260da,prdoc_ddd7bbd3a8d1d27daaba,1,PR description,477,72,pallets/flask,3199,High,High,True
prchunk_e9ea463e35622719fedb,prdoc_ddd7bbd3a8d1d27daaba,2,Change evidence,406,68,pallets/flask,3199,High,High,True
prchunk_6c1afb50b9afff8d540d,prdoc_ddd7bbd3a8d1d27daaba,3,Predictive intelligence,414,57,pallets/flask,3199,High,High,True
prchunk_dbae778f75a6b6c46932,prdoc_ddd7bbd3a8d1d27daaba,4,Deterministic policy intelligence,540,75,pallets/flask,3199,High,High,True
prchunk_3269c25be2613e9c1491,prdoc_ddd7bbd3a8d1d27daaba,5,Unified review priority,299,41,pallets/flask,3199,High,High,True
prchunk_13993b7f21f45edf85e2,prdoc_06a951f265cd22710504,0,PR identity,278,37,pallets/flask,4343,High,High,True
prchunk_c51ea0ffb8e9f7d724bd,prdoc_06a951f265cd22710504,1,PR description,388,61,pallets/flask,4343,High,High,True
prchunk_aa8f3417257202d3395f,prdoc_06a951f265cd22710504,2,Change evidence,407,68,pallets/flask,4343,High,High,True
prchunk_2df10bd37df0448c46af,prdoc_06a951f265cd22710504,3,Predictive intelligence,414,57,pallets/flask,4343,High,High,True
prchunk_27ec4bb2a7d5eb581a07,prdoc_06a951f265cd22710504,4,Deterministic policy intelligence,540,75,pallets/flask,4343,High,High,True
prchunk_71e8c5f63eae63a05e82,prdoc_06a951f265cd22710504,5,Unified review priority,299,41,pallets/flask,4343,High,High,True
prchunk_d520c3dcd7ef4801590f,prdoc_17401a1477fa6c077e82,0,PR identity,288,37,pallets/flask,3828,High,High,True
prchunk_cd274adb5bac331a60e9,prdoc_17401a1477fa6c077e82,1,PR description,985,121,pallets/flask,3828,High,High,True
prchunk_01e9bce86c9f5d827450,prdoc_17401a1477fa6c077e82,2,Change evidence,408,68,pallets/flask,3828,High,High,True
prchunk_722217e5a4c0990c1298,prdoc_17401a1477fa6c077e82,3,Predictive intelligence,413,57,pallets/flask,3828,High,High,True
prchunk_1412b23147e12507b029,prdoc_17401a1477fa6c077e82,4,Deterministic policy intelligence,517,73,pallets/flask,3828,High,High,True
prchunk_6ae4c6b1214606b3760e,prdoc_17401a1477fa6c077e82,5,Unified review priority,299,41,pallets/flask,3828,High,High,True
prchunk_60f477f9011bc7e77ddc,prdoc_8e7487e9b016f6892d86,0,PR identity,271,35,pallets/flask,4995,High,High,True
prchunk_702c00ff825ee224e6a9,prdoc_8e7487e9b016f6892d86,1,PR description,852,101,pallets/flask,4995,High,High,True
prchunk_9d8c41817a1e5d8c89d8,prdoc_8e7487e9b016f6892d86,2,Change evidence,411,68,pallets/flask,4995,High,High,True
prchunk_7d2b25591f11b79f405d,prdoc_8e7487e9b016f6892d86,3,Predictive intelligence,413,57,pallets/flask,4995,High,High,True
prchunk_13b4b0994fe0bea66cb9,prdoc_8e7487e9b016f6892d86,4,Deterministic policy intelligence,517,73,pallets/flask,4995,High,High,True
prchunk_760e3a0ffdfc0ebd0efb,prdoc_8e7487e9b016f6892d86,5,Unified review priority,299,41,pallets/flask,4995,High,High,True
prchunk_2b53051d65fa0c59db8e,prdoc_aac6332faec284e42b17,0,PR identity,256,34,pallets/flask,3412,Moderate,Moderate,False
prchunk_4f0ef12e69618101e216,prdoc_aac6332faec284e42b17,1,PR description,1083,180,pallets/flask,3412,Moderate,Moderate,False
prchunk_52f76f991cc28dfbd83a,prdoc_aac6332faec284e42b17,2,PR description,443,77,pallets/flask,3412,Moderate,Moderate,False
prchunk_5681e48137bfb617ee05,prdoc_aac6332faec284e42b17,3,Change evidence,409,68,pallets/flask,3412,Moderate,Moderate,False
prchunk_7deb722324d8f10bcd36,prdoc_aac6332faec284e42b17,4,Predictive intelligence,426,59,pallets/flask,3412,Moderate,Moderate,False
prchunk_154815ec986f279a2303,prdoc_aac6332faec284e42b17,5,Deterministic policy intelligence,547,71,pallets/flask,3412,Moderate,Moderate,False
prchunk_b0118185b9d142abb792,prdoc_aac6332faec284e42b17,6,Unified review priority,312,42,pallets/flask,3412,Moderate,Moderate,False
prchunk_b9757cbbc28d4ba5af4d,prdoc_dd4df9918bca0d627fa7,0,PR identity,281,36,pallets/flask,4610,Moderate,Moderate,False
prchunk_eef141234dc47dedb398,prdoc_dd4df9918bca0d627fa7,1,PR description,908,147,pallets/flask,4610,Moderate,Moderate,False
prchunk_e835c46f87fa009b2e67,prdoc_dd4df9918bca0d627fa7,2,Change evidence,404,68,pallets/flask,4610,Moderate,Moderate,False
prchunk_6dd76d09d74373369da9,prdoc_dd4df9918bca0d627fa7,3,Predictive intelligence,426,59,pallets/flask,4610,Moderate,Moderate,False
prchunk_22801aba4fd1db7b0dd7,prdoc_dd4df9918bca0d627fa7,4,Deterministic policy intelligence,547,71,pallets/flask,4610,Moderate,Moderate,False
prchunk_fc8eacdb2cf8465f95b5,prdoc_dd4df9918bca0d627fa7,5,Unified review priority,312,42,pallets/flask,4610,Moderate,Moderate,False
prchunk_f3191936dc845f47c5ca,prdoc_96e1a20289c807c33e28,0,PR identity,287,40,pallets/flask,5270,Moderate,Moderate,False
prchunk_7060030333d1bd30fd68,prdoc_96e1a20289c807c33e28,1,PR description,709,122,pallets/flask,5270,Moderate,Moderate,False
prchunk_5fa3126a31fe28646c60,prdoc_96e1a20289c807c33e28,2,Change evidence,406,68,pallets/flask,5270,Moderate,Moderate,False
prchunk_e2ba143df631aeda4dea,prdoc_96e1a20289c807c33e28,3,Predictive intelligence,426,59,pallets/flask,5270,Moderate,Moderate,False
prchunk_ffdca76332247da253c0,prdoc_96e1a20289c807c33e28,4,Deterministic policy intelligence,431,62,pallets/flask,5270,Moderate,Moderate,False
prchunk_e1d1a9556e7320d65839,prdoc_96e1a20289c807c33e28,5,Unified review priority,312,42,pallets/flask,5270,Moderate,Moderate,False
prchunk_e3b8a672f0ce018bbb44,prdoc_ee3d5bb8cbc30c7918d2,0,PR identity,308,42,pallets/flask,3643,Moderate,Moderate,False
prchunk_f6effd54bef799b4e379,prdoc_ee3d5bb8cbc30c7918d2,1,PR description,711,115,pallets/flask,3643,Moderate,Moderate,False
prchunk_6510eb9e5408e90f6219,prdoc_ee3d5bb8cbc30c7918d2,2,Change evidence,404,68,pallets/flask,3643,Moderate,Moderate,False
prchunk_51d39930c647577e2bea,prdoc_ee3d5bb8cbc30c7918d2,3,Predictive intelligence,474,67,pallets/flask,3643,Moderate,Moderate,False
prchunk_dbb5eb2a03e3d3082b3b,prdoc_ee3d5bb8cbc30c7918d2,4,Deterministic policy intelligence,547,71,pallets/flask,3643,Moderate,Moderate,False
prchunk_60a365f8f60a366143b0,prdoc_ee3d5bb8cbc30c7918d2,5,Unified review priority,315,43,pallets/flask,3643,Moderate,Moderate,False
prchunk_c90ef3928c861c751aa0,prdoc_ad69f8d8028e3ba297ec,0,PR identity,269,36,pallets/flask,5178,Moderate,Moderate,False
prchunk_c1dd84a3ad856b059383,prdoc_ad69f8d8028e3ba297ec,1,PR description,1042,180,pallets/flask,5178,Moderate,Moderate,False
prchunk_c9de53e78b539dafd0ae,prdoc_ad69f8d8028e3ba297ec,2,PR description,234,43,pallets/flask,5178,Moderate,Moderate,False
prchunk_c27762cc924f2edc2bd8,prdoc_ad69f8d8028e3ba297ec,3,Change evidence,406,68,pallets/flask,5178,Moderate,Moderate,False
prchunk_570a76dd7ef84a33aeb1,prdoc_ad69f8d8028e3ba297ec,4,Predictive intelligence,473,67,pallets/flask,5178,Moderate,Moderate,False
prchunk_f161c53942e7af57399b,prdoc_ad69f8d8028e3ba297ec,5,Deterministic policy intelligence,431,62,pallets/flask,5178,Moderate,Moderate,False
prchunk_ea042f5e217b92bfda00,prdoc_ad69f8d8028e3ba297ec,6,Unified review priority,315,43,pallets/flask,5178,Moderate,Moderate,False
prchunk_f6e520ea43e2d0a54c39,prdoc_1685ca9d8116ad8c6f22,0,PR identity,286,34,pallets/flask,5599,Moderate,Low,False
prchunk_6afa316db88a2932810d,prdoc_1685ca9d8116ad8c6f22,1,PR description,518,52,pallets/flask,5599,Moderate,Low,False
prchunk_2ffcfbdbfb399c3cd4a2,prdoc_1685ca9d8116ad8c6f22,2,Change evidence,404,68,pallets/flask,5599,Moderate,Low,False
prchunk_3fa5c698f181387f39a5,prdoc_1685ca9d8116ad8c6f22,3,Predictive intelligence,430,60,pallets/flask,5599,Moderate,Low,False
prchunk_7f41f75f40f392cd1ec3,prdoc_1685ca9d8116ad8c6f22,4,Deterministic policy intelligence,442,60,pallets/flask,5599,Moderate,Low,False
prchunk_455bdcaf2d6f5bf59122,prdoc_1685ca9d8116ad8c6f22,5,Unified review priority,315,43,pallets/flask,5599,Moderate,Low,False
prchunk_34fa782b66cf6a19b03f,prdoc_80d9e700227ef01c39bb,0,PR identity,304,41,pallets/flask,4401,Moderate,Moderate,False
prchunk_fa2a92216966285cee94,prdoc_80d9e700227ef01c39bb,1,PR description,1592,180,pallets/flask,4401,Moderate,Moderate,False
prchunk_e31f3807fbea6569e638,prdoc_80d9e700227ef01c39bb,2,PR description,814,136,pallets/flask,4401,Moderate,Moderate,False
prchunk_f3778bd5104ba57a7e95,prdoc_80d9e700227ef01c39bb,3,Change evidence,407,68,pallets/flask,4401,Moderate,Moderate,False
prchunk_6acd76069f0abfe883ff,prdoc_80d9e700227ef01c39bb,4,Predictive intelligence,474,67,pallets/flask,4401,Moderate,Moderate,False
prchunk_a6365b869fb89d156869,prdoc_80d9e700227ef01c39bb,5,Deterministic policy intelligence,431,62,pallets/flask,4401,Moderate,Moderate,False
prchunk_50dea30645adca94e1ea,prdoc_80d9e700227ef01c39bb,6,Unified review priority,315,43,pallets/flask,4401,Moderate,Moderate,False
prchunk_f997250fa81453d07876,prdoc_3b2637460cff1bed50c7,0,PR identity,304,41,pallets/flask,4435,Moderate,Moderate,False
prchunk_ce21f98bd0ea4baeb1ac,prdoc_3b2637460cff1bed50c7,1,PR description,1592,180,pallets/flask,4435,Moderate,Moderate,False
prchunk_56faf8c98c230d634e07,prdoc_3b2637460cff1bed50c7,2,PR description,814,136,pallets/flask,4435,Moderate,Moderate,False
prchunk_23b624d8a33b2c5cd273,prdoc_3b2637460cff1bed50c7,3,Change evidence,407,68,pallets/flask,4435,Moderate,Moderate,False
prchunk_278c31b66e384c3a331b,prdoc_3b2637460cff1bed50c7,4,Predictive intelligence,474,67,pallets/flask,4435,Moderate,Moderate,False
prchunk_01487ed1b3e2fcbfd5c3,prdoc_3b2637460cff1bed50c7,5,Deterministic policy intelligence,431,62,pallets/flask,4435,Moderate,Moderate,False
prchunk_65e09c4f57fc6f9dbcec,prdoc_3b2637460cff1bed50c7,6,Unified review priority,315,43,pallets/flask,4435,Moderate,Moderate,False
prchunk_a241a026abe2213ddfa1,prdoc_429cf06851fd098cc442,0,PR identity,305,41,pallets/flask,4437,Moderate,Moderate,False
prchunk_473b638164c02bea49a5,prdoc_429cf06851fd098cc442,1,PR description,1595,180,pallets/flask,4437,Moderate,Moderate,False
prchunk_064ebadcde479997d42e,prdoc_429cf06851fd098cc442,2,PR description,814,136,pallets/flask,4437,Moderate,Moderate,False
prchunk_16c91513c54086b89d8c,prdoc_429cf06851fd098cc442,3,Change evidence,407,68,pallets/flask,4437,Moderate,Moderate,False
prchunk_d8e5266682a4f6c61374,prdoc_429cf06851fd098cc442,4,Predictive intelligence,474,67,pallets/flask,4437,Moderate,Moderate,False
prchunk_7c43e254780f4847855a,prdoc_429cf06851fd098cc442,5,Deterministic policy intelligence,431,62,pallets/flask,4437,Moderate,Moderate,False
prchunk_0686869268f741f64edd,prdoc_429cf06851fd098cc442,6,Unified review priority,315,43,pallets/flask,4437,Moderate,Moderate,False
prchunk_4ae503b2f050074f879b,prdoc_f713cb537c841e317e6c,0,PR identity,290,40,pallets/flask,5205,Moderate,Moderate,False
prchunk_d49eeae5ecfef0ce8363,prdoc_f713cb537c841e317e6c,1,PR description,1046,180,pallets/flask,5205,Moderate,Moderate,False
prchunk_3c48a17aa1f23e05053d,prdoc_f713cb537c841e317e6c,2,PR description,245,47,pallets/flask,5205,Moderate,Moderate,False
prchunk_5138ba2c9a93fe9cac6b,prdoc_f713cb537c841e317e6c,3,Change evidence,405,68,pallets/flask,5205,Moderate,Moderate,False
prchunk_f4fe72b8443c927fa568,prdoc_f713cb537c841e317e6c,4,Predictive intelligence,474,67,pallets/flask,5205,Moderate,Moderate,False
prchunk_b7ddd530b1cb89e816df,prdoc_f713cb537c841e317e6c,5,Deterministic policy intelligence,431,62,pallets/flask,5205,Moderate,Moderate,False
prchunk_2385d1353288ec2b15d7,prdoc_f713cb537c841e317e6c,6,Unified review priority,315,43,pallets/flask,5205,Moderate,Moderate,False
prchunk_864fbe8a9d4b30bb8b92,prdoc_9c8f4ff4fbdff99879c7,0,PR identity,267,33,pallets/flask,3159,Moderate,Moderate,False
prchunk_a9e7dfb085ea8d7769a8,prdoc_9c8f4ff4fbdff99879c7,1,PR description,198,28,pallets/flask,3159,Moderate,Moderate,False
prchunk_6d57ae04f3e3e6061197,prdoc_9c8f4ff4fbdff99879c7,2,Change evidence,405,68,pallets/flask,3159,Moderate,Moderate,False
prchunk_b3ab178741969c175221,prdoc_9c8f4ff4fbdff99879c7,3,Predictive intelligence,426,59,pallets/flask,3159,Moderate,Moderate,False
prchunk_622194eebada0dd8cf50,prdoc_9c8f4ff4fbdff99879c7,4,Deterministic policy intelligence,453,62,pallets/flask,3159,Moderate,Moderate,False
prchunk_910338bf6e641af6853a,prdoc_9c8f4ff4fbdff99879c7,5,Unified review priority,312,42,pallets/flask,3159,Moderate,Moderate,False
prchunk_e4fb6ce6d004f623bcf7,prdoc_aecdd0cd542f7daccdd0,0,PR identity,304,42,pallets/flask,5845,Moderate,Moderate,False
prchunk_1c8afd613cd5a801491e,prdoc_aecdd0cd542f7daccdd0,1,PR description,1173,180,pallets/flask,5845,Moderate,Moderate,False
prchunk_dde1d99537fe5c47246e,prdoc_aecdd0cd542f7daccdd0,2,PR description,601,92,pallets/flask,5845,Moderate,Moderate,False
prchunk_d15ceb9f87064052306a,prdoc_aecdd0cd542f7daccdd0,3,Change evidence,405,68,pallets/flask,5845,Moderate,Moderate,False
prchunk_fb54e39799cdd84e65cb,prdoc_aecdd0cd542f7daccdd0,4,Predictive intelligence,474,67,pallets/flask,5845,Moderate,Moderate,False
prchunk_2c26639e40d3995358b3,prdoc_aecdd0cd542f7daccdd0,5,Deterministic policy intelligence,431,62,pallets/flask,5845,Moderate,Moderate,False
prchunk_c17869537a771b9fcac9,prdoc_aecdd0cd542f7daccdd0,6,Unified review priority,315,43,pallets/flask,5845,Moderate,Moderate,False
prchunk_dff82829a783271849b5,prdoc_e33d132ff53f9c393ae4,0,PR identity,305,41,pallets/flask,4399,Moderate,Moderate,False
prchunk_9ad928757f19ae910bf9,prdoc_e33d132ff53f9c393ae4,1,PR description,1611,180,pallets/flask,4399,Moderate,Moderate,False
prchunk_3c31eb907d1485818fe5,prdoc_e33d132ff53f9c393ae4,2,PR description,1063,180,pallets/flask,4399,Moderate,Moderate,False
prchunk_bcb3fefca27825f81bb1,prdoc_e33d132ff53f9c393ae4,3,Change evidence,407,68,pallets/flask,4399,Moderate,Moderate,False
prchunk_adea8d04f65997ea448e,prdoc_e33d132ff53f9c393ae4,4,Predictive intelligence,474,67,pallets/flask,4399,Moderate,Moderate,False
prchunk_9a10decd7913f1c7043f,prdoc_e33d132ff53f9c393ae4,5,Deterministic policy intelligence,431,62,pallets/flask,4399,Moderate,Moderate,False
prchunk_0a4b18114ad6053c3c43,prdoc_e33d132ff53f9c393ae4,6,Unified review priority,315,43,pallets/flask,4399,Moderate,Moderate,False
prchunk_b022f663f43a2865f687,prdoc_d7717d16545ef5eb8855,0,PR identity,291,40,pallets/flask,2781,Moderate,Moderate,False
prchunk_2cf33b4eaaca2f966765,prdoc_d7717d16545ef5eb8855,1,PR description,1175,180,pallets/flask,2781,Moderate,Moderate,False
prchunk_4cae39b99016e2a33fe0,prdoc_d7717d16545ef5eb8855,2,PR description,588,99,pallets/flask,2781,Moderate,Moderate,False
prchunk_72c05dbaa616fc17be39,prdoc_d7717d16545ef5eb8855,3,Change evidence,406,68,pallets/flask,2781,Moderate,Moderate,False
prchunk_4314b69b15ddea371dbe,prdoc_d7717d16545ef5eb8855,4,Predictive intelligence,474,67,pallets/flask,2781,Moderate,Moderate,False
prchunk_6e864961d97e56632454,prdoc_d7717d16545ef5eb8855,5,Deterministic policy intelligence,431,62,pallets/flask,2781,Moderate,Moderate,False
prchunk_f643f3c1bbc4d0a44e71,prdoc_d7717d16545ef5eb8855,6,Unified review priority,315,43,pallets/flask,2781,Moderate,Moderate,False
prchunk_47168d95b7a8e953e337,prdoc_b9235aba0bf4b52a2928,0,PR identity,295,42,pallets/flask,3587,Moderate,Moderate,False
prchunk_bd80907702cf85172d3d,prdoc_b9235aba0bf4b52a2928,1,PR description,1044,180,pallets/flask,3587,Moderate,Moderate,False
prchunk_0def8c553bc569144d44,prdoc_b9235aba0bf4b52a2928,2,PR description,224,40,pallets/flask,3587,Moderate,Moderate,False
prchunk_71343d9a2fdbd707599c,prdoc_b9235aba0bf4b52a2928,3,Change evidence,406,68,pallets/flask,3587,Moderate,Moderate,False
prchunk_04d117b231d2818ec60e,prdoc_b9235aba0bf4b52a2928,4,Predictive intelligence,474,67,pallets/flask,3587,Moderate,Moderate,False
prchunk_7e2a67ae5b9e35e0ed33,prdoc_b9235aba0bf4b52a2928,5,Deterministic policy intelligence,431,62,pallets/flask,3587,Moderate,Moderate,False
prchunk_dd74bb2ff12a242daf41,prdoc_b9235aba0bf4b52a2928,6,Unified review priority,315,43,pallets/flask,3587,Moderate,Moderate,False
prchunk_173a100878da90c550ce,prdoc_53c379a033fe12687ffb,0,PR identity,290,39,pallets/flask,2986,Moderate,Low,False
prchunk_1c913d7af35e386b6ce0,prdoc_53c379a033fe12687ffb,1,PR description,245,31,pallets/flask,2986,Moderate,Low,False
prchunk_ae2e41c735698f7471cd,prdoc_53c379a033fe12687ffb,2,Change evidence,404,68,pallets/flask,2986,Moderate,Low,False
prchunk_c547de272f9d52af4292,prdoc_53c379a033fe12687ffb,3,Predictive intelligence,426,59,pallets/flask,2986,Moderate,Low,False
prchunk_40b17187d1a8088319a6,prdoc_53c379a033fe12687ffb,4,Deterministic policy intelligence,442,60,pallets/flask,2986,Moderate,Low,False
prchunk_bc55822929df0d1b6c77,prdoc_53c379a033fe12687ffb,5,Unified review priority,312,42,pallets/flask,2986,Moderate,Low,False
prchunk_7a87f3ca451360168eb8,prdoc_4b44c4b1a488024e7671,0,PR identity,255,35,pallets/flask,3657,Moderate,Moderate,False
prchunk_fa21e641b1b0b69582fc,prdoc_4b44c4b1a488024e7671,1,PR description,203,39,pallets/flask,3657,Moderate,Moderate,False
prchunk_03155a85608277f43c64,prdoc_4b44c4b1a488024e7671,2,Change evidence,407,68,pallets/flask,3657,Moderate,Moderate,False
prchunk_b9d9fa521ab26aaee362,prdoc_4b44c4b1a488024e7671,3,Predictive intelligence,474,67,pallets/flask,3657,Moderate,Moderate,False
prchunk_b0e3306c4f9b87ec198c,prdoc_4b44c4b1a488024e7671,4,Deterministic policy intelligence,425,60,pallets/flask,3657,Moderate,Moderate,False
prchunk_3c982d57d47a5b9086ec,prdoc_4b44c4b1a488024e7671,5,Unified review priority,315,43,pallets/flask,3657,Moderate,Moderate,False
